id_filme,nome_filme,ano_lanc_filme,ano_fim_filme,descricao_filme
119,Ratatouille,2007,2010,Um rato chamado Remy sonha em se tornar um grande chef frances; apesar dos desejos de sua familia e do problema obvio de ser um rato em uma profissao decididamente de fobia de roedores. Quando o destino coloca Remy nos esgotos de Paris; ele se encontra idealmente situado embaixo de um restaurante que ficou famoso por seu heroi culinario; Auguste Gusteau. Apesar dos aparentes perigos de ser um visitante improvavel - e certamente indesejado - na cozinha de um bom restaurante frances; a paixao de Remy por cozinhar logo coloca em movimento uma corrida hilaria e excitante que transforma o mundo culinario de Paris de cabeca para baixo.
120,Batman Begins,2005,2008,Impulsionado pela tragedia; o bilionario Bruce Wayne dedica sua vida a descobrir e derrotar a corrupcao que assola sua casa; Gotham City. Incapaz de trabalhar dentro do sistema; ele cria uma nova identidade; um simbolo de medo para o submundo do crime - O Batman.
121,Madagascar: Escape 2 Africa,2008,2011,Alex; Marty; Melman; Gloria; Rei Julien; Maurice; os pinguins e os chimpanzes estao de volta e ainda estao abandonados em Madagascar. Diante desse obstaculo; os nova-iorquinos arquitetaram um plano tao louco que poderia funcionar. Com precisao militar; os pinguins consertaram um velho aviao acidentado ... mais ou menos.
122,Night at the Museum: Battle of the Smithsonian,2009,2012,O infeliz guarda noturno do museu; Larry Daley; deve ajudar sua vida; respirar exibindo amigos como se fossem picles; agora que eles foram transferidos para os arquivos da Smithsonian Institution. As (erradas) aventuras de Larry desta vez incluem encontros proximos com Amelia Earhart; Abe Lincoln e Ivan; o Terrivel.
123,X-Men Origins: Wolverine,2009,2012,Depois de procurar viver uma vida normal; Logan parte para vingar a morte de sua namorada; passando pelo programa mutante Weapon X e se tornando Wolverine.
124,The Matrix Revolutions,2003,2006,A cidade humana de Zion se defende contra a invasao massiva das maquinas; enquanto Neo luta para acabar com a guerra em outra frente; ao mesmo tempo em que se opoe ao falso agente Smith.
125,Frozen,2013,2016,A jovem princesa Anna de Arendelle sonha em encontrar o amor verdadeiro na coroacao de sua irma Elsa. O destino a leva a uma jornada perigosa na tentativa de acabar com o eterno inverno que caiu sobre o reino. Ela e acompanhada pelo entregador de gelo Kristoff; sua rena Sven e o boneco de neve Olaf. Em uma aventura onde ela vai descobrir o que realmente significa amizade; coragem; familia e amor verdadeiro.
126,The Matrix Reloaded,2003,2006,Seis meses apos os eventos descritos em The Matrix; Neo provou ser um bom pressagio para os humanos livres; a medida que mais e mais humanos sao libertados da matriz e trazidos para Siao; o unico reduto da Resistencia. O proprio Neo descobriu suas superpotencias; incluindo super velocidade; capacidade de ver os codigos das coisas dentro da matriz e um certo grau de pre-cognicao. Mas uma noticia desagradavel atinge a resistencia humana: 250 mil sentinelas de maquinas estao cavando em Zion e as alcancariam em 72 horas. Enquanto Zion se prepara para a guerra final; Neo; Morpheus e Trinity sao aconselhados pelo Oraculo a encontrar o Keymaker que os ajudaria a alcancar a Fonte. Enquanto isso; os recorrentes sonhos de Neo retratando a morte de Trinity o deixaram preocupado e como se nao bastasse; o Agente Smith escapou da eliminacao; tornou-se mais poderoso do que antes e fixou Neo como seu proximo alvo.
127,Thor: The Dark World,2013,2016,Thor luta para restaurar a ordem no cosmos ... mas uma antiga corrida liderada pelo vingativo Malekith retorna para mergulhar o universo de volta a escuridao. Diante de um inimigo que nem mesmo Odin e Asgard podem resistir; Thor deve embarcar em sua jornada mais perigosa e pessoal ate agora; uma que o reunira com Jane Foster e o obrigara a sacrificar tudo para salvar a todos nos.
128,Mad Max: Fury Road,2015,2018,Uma historia apocaliptica situada nas regioes mais longinquas do nosso planeta; em uma paisagem arida de deserto; onde a humanidade esta quebrada; e quase todo mundo esta enlouquecido lutando pelas necessidades da vida. Dentro deste mundo existem dois rebeldes em fuga que poderiam restaurar a ordem. Ha Max; um homem de acao e um homem de poucas palavras; que busca a paz de espirito apos a perda de sua esposa e filho no rescaldo do caos. E Furiosa; uma mulher de acao e uma mulher que acredita que seu caminho para a sobrevivencia pode ser alcancado se ela conseguir atravessar o deserto de volta a sua patria de infancia.
129,Angels & Demons,2009,2012,O simbologista de Harvard; Robert Langdon; investiga um simbolo misterioso gravado no peito de um fisico assassinado. Ele descobre evidencias do inimaginavel; o renascimento de uma antiga irmandade secreta conhecida como os Illuminati; a mais poderosa organizacao clandestina que ja andou na Terra.
130,Thor,2011,2014,Contra o testamento de seu pai; Odin; O Poderoso Thor - um poderoso e arrogante deus guerreiro - reacende de forma imprudente uma antiga guerra. Thor e lancado na Terra e forcado a viver entre os humanos como punicao. Uma vez aqui; Thor descobre o que e preciso para ser um verdadeiro heroi quando o vilao mais perigoso de seu mundo envia as forcas mais obscuras de Asgard para invadir a Terra.
131,Bolt,2008,2011,Bolt e a estrela do maior show de Hollywood. O unico problema e que ele acha que e real. Depois que ele e acidentalmente enviado para a cidade de Nova York e separado de Penny; seu amado colega e proprietario; Bolt deve aproveitar todos os seus super poderes para encontrar um caminho de casa.
132,G-Force,2009,2012,Uma equipe de animais secretos treinados; porquinhos-da-india; Darwin; Juarez; Blaster; mole Speckles e fly Mooch assume a missao do governo dos EUA de deter o mal Leonard Saber; que planeja destruir o mundo com eletrodomesticos. Mas o governo os fecha e eles sao condenados a um pet shop. Eles podem escapar para derrotar o vilao e salvar o mundo?
133,Wrath of the Titans,2012,2015,Uma decada depois de sua heroica derrota do monstruoso Kraken; Perseus - o semideus filho de Zeus - esta tentando viver uma vida mais tranquila como um pescador da aldeia e o unico pai de seu filho de 10 anos; Helius. Enquanto isso; uma luta pela supremacia grassa entre os deuses e os Titas. Perigosamente enfraquecidos pela falta de devocao da humanidade; os deuses estao perdendo o controle dos Titas presos e seu lider feroz; Kronos; pai dos irmaos Zeus; Hades e Poseidon.
134,Dark Shadows,2012,2015,O vampiro Barnabas Collins e inadvertidamente libertado de seu tumulo e surge no mundo muito modificado de 1972. Ele retorna a Collinwood Manor para descobrir que sua outrora grandiosa propriedade e familia cairam em ruinas.
135,Mission: Impossible - Rogue Nation,2015,2018,Ethan e equipe assumem sua missao mais impossivel ate agora; erradicando o Sindicato - uma organizacao internacional desonesta como altamente qualificada como eles sao; comprometida com a destruicao do FMI.
136,The Wolfman,2010,2013,Lawrence Talbot; um homem americano em uma visita a Londres vitoriana para fazer as pazes com seu pai distante; e mordido por um lobisomem e; depois de uma transformacao ao luar; o deixa com uma fome selvagem por carne.
137,Bee Movie,2007,2010,Barry B. Benson; uma abelha que acabou de se formar na faculdade; esta desiludida com sua unica escolha profissional: fazer mel. Em uma viagem especial fora da colmeia; a vida de Barry e salva por Vanessa; uma florista em Nova York. Conforme o relacionamento floresce; ele descobre que os humanos realmente comem mel e; posteriormente; decide nos processar.
138,Kung Fu Panda 2,2011,2014,Po esta agora vivendo seu sonho como O Guerreiro Dragao; protegendo o Vale da Paz ao lado de seus amigos e colegas mestres de kung fu; Os Furiosos Cinco - Tigresa; Garca; Louva-a-deus; Vibora e Macaco. Mas a nova vida de Po e ameacada pelo surgimento de um formidavel vilao; que planeja usar uma arma secreta e irrefreavel para conquistar a China e destruir o kung fu. Cabe a Po e The Furious Five viajar por toda a China para enfrentar essa ameaca e vence-la. Mas como Po pode parar uma arma que pode parar o kung fu? Ele deve olhar para o seu passado e descobrir os segredos de suas origens misteriosas; So entao ele sera capaz de desbloquear a forca que ele precisa para ter sucesso.
139,The Last Airbender,2010,2013,A historia segue as aventuras de Aang; um jovem sucessor de uma longa linhagem de Avatares; que deve deixar de lado a sua infancia e impedir que a Nacao do Fogo escravize as nacoes da Agua; Terra e Ar.
140,Mission: Impossible III,2006,2009,Aposentado da ativa para treinar novos agentes do FMI; Ethan Hunt e chamado de volta a acao para confrontar o vendedor de armas sadico; Owen Davian. Hunt deve tentar proteger sua namorada enquanto trabalha com sua nova equipe para completar a missao.
141,White House Down,2013,2016,O policial do Capitolio; John Cale; acaba de lhe negar o emprego dos sonhos com o Servico Secreto de protecao do presidente James Sawyer. Nao querendo decepcionar sua menininha com a noticia; ele a leva em uma excursao pela Casa Branca; quando o complexo e ultrapassado por um grupo paramilitar fortemente armado. Agora; com o governo da nacao caindo no caos e o tempo se esgotando; cabe a Cale salvar o presidente; sua filha e o pais.
142,Mars Needs Moms,2011,2014,Quando marcianos de repente raptar sua mae; Milo travesso corre para o resgate e descobre porque todas as maes sao tao especiais.
143,Flushed Away,2006,2009,Rato da alta sociedade de Londres; Roddy e jogado no vaso sanitario por Sid; um rato de esgoto comum. Espere por uma aventura louca nas entranhas de esgoto de Ratropolis; onde Roddy encontra a engenhosa Rita; o sapo que odeia roedores e seus ladroes fieis; Spike e Whitey.
144,Pan,2015,2018,Vivendo uma existencia sombria em um orfanato de Londres; Peter; de 12 anos; se ve levado para o mundo fantastico de Neverland. Aventura aguarda enquanto conhece o novo amigo James Hook e o guerreiro Tiger Lily. Eles devem se unir para salvar Neverland do cruel pirata Barba Negra. Ao longo do caminho; o menino rebelde e travesso descobre seu verdadeiro destino; tornando-se o heroi para sempre conhecido como Peter Pan.
145,Mr. Peabody & Sherman,2014,2017,Um menino e seu cachorro; que por acaso tem um QI de nivel genial; entram em acao quando sua maquina de viagem no tempo e roubada e os momentos da historia comecam a mudar.
146,Troy,2004,2007,No ano 1250 a.C. durante o final da Idade do Bronze; duas nacoes emergentes comecam a se confrontar. Paris; o principe troiano; convence Helen; rainha de Esparta; a deixar seu marido Menelau e voltar com ele para Troia. Depois que Menelau descobre que sua esposa foi levada pelos troianos; ele pede a seu irmao Agamemnom para ajuda-lo a recupera-la. Agamenon ve isso como uma oportunidade para o poder. Entao; eles partiram com 1.000 navios com 50.000 gregos para Troia. Com a ajuda de Aquiles; os gregos sao capazes de lutar contra os nunca antes derrotados troianos.
147,Madagascar 3: Europe's Most Wanted,2012,2015,Alex; Marty; Gloria e Melman ainda estao tentando voltar para a Big Apple e seu amado zoologico do Central Park; mas primeiro eles precisam encontrar os pinguins. Quando eles viajam para Monte Carlo; eles atraem a atencao do Controle de Animais apos o portao bater em uma festa e juntam-se os pinguins; o Rei Julian e Companhia; e os macacos. Como um leao; zebra; hipopotamo; girafa; quatro pinguins; dois macacos; tres lemures viajam pela Europa sem chamar a atencao e voltar para Nova York? Eles se juntam a um circo itinerante. Suas tentativas de voltar a Nova York sao consistentemente prejudicadas pelo Capitao do Controle de Animais; que quer fazer de Alex parte de sua colecao. Uma vez que eles voltam para Nova York; Marty; Alex; Gloria e Melman percebem que querem fazer parte do circo itinerante.
148,Die Another Day,2002,2005,Bond assume um lider norte-coreano que passa por procedimentos de substituicao de DNA que lhe permitem assumir identidades diferentes. O agente americano; Jinx Johnson; auxilia Bond em sua tentativa de frustrar os planos do vilao de explorar um satelite alimentado por energia solar.
149,Ghostbusters,2016,2019,Apos uma invasao fantasma de Manhattan; os entusiastas da paranormalidade Erin Gilbert e Abby Yates; a engenheira nuclear Jillian Holtzmann e a funcionaria do metro Patty Tolan se unem para impedir a ameaca sobrenatural.
150,Armageddon,1998,2001,Quando um asteroide ameaca colidir com a Terra; Dan Truman; diretor da NASA; determina que a unica maneira de dete-lo e perfurar sua superficie e detonar uma bomba nuclear. Isso o leva ao renomado perfurador Harry Stamper; que concorda em liderar a perigosa missao espacial desde que ele possa trazer sua propria tripulacao. Entre eles esta o cravado A.J. que Harry acha que nao e bom o suficiente para sua filha; ate que a missao prove o contrario.
151,Men in Black II,2002,2005,Kay e Jay se reunem para oferecer nossa melhor; ultima e unica linha de defesa contra uma sedutora sinistra que poe em segundo plano o desafio mais dificil ate a declaracao de missao imaculada do MIB - proteger a Terra da escoria do universo. Ja se passaram quatro anos desde que os agentes de busca alienigena evitaram um desastre intergalactico de proporcoes epicas. Agora e uma corrida contra o relogio como Jay deve convencer Kay - que nao so nao tem absolutamente nenhuma memoria de seu tempo gasto com o MIB; mas tambem e a unica pessoa viva que resta com a experiencia para salvar a galaxia - para se reunir com o MIB antes que a terra se submeta a destruicao final.
152,Beowulf,2007,2010,Guerreiro escandinavo do seculo 6; Beowulf embarca em uma missao para matar o ogro homem Grendel; um descendente de Caim.
153,Kung Fu Panda 3,2016,2019,Continuando suas aventuras lendarias de grandiosidade; Po deve enfrentar duas ameacas imensamente epicas; mas diferentes: uma sobrenatural e a outra um pouco mais perto de sua casa.
154,Mission: Impossible - Ghost Protocol,2011,2014,Na quarta edicao da serie Missao Impossivel; Ethan Hunt (Cruise) e sua equipe estao correndo contra o tempo para rastrear um perigoso terrorista chamado Hendricks (Nyqvist); que ganhou acesso aos codigos russos de lancamento nuclear e esta planejando uma greve Estados Unidos. Uma tentativa de dete-lo termina em uma explosao que causou severa destruicao ao Kremlin e ao FMI para ser envolvida no atentado; forcando o presidente a nega-los. Nao sendo mais auxiliado pelo governo; Ethan e sua equipe perseguem Hendricks ao redor do mundo; embora possam ainda estar atrasados ??para impedir um desastre.
155,Rise of the Guardians,2012,2015,Quando um espirito maligno conhecido como Pitch lanca a luva para dominar o mundo; os Guardioes imortais devem unir forcas pela primeira vez para proteger as esperancas; crencas e imaginacao das criancas em todo o mundo.
156,Fun with Dick and Jane,2005,2008,Depois que Dick Harper perde seu emprego na Globodyne em um colapso da Enron; ele e sua esposa; Jane; recorrem ao crime para lidar com a enorme divida que agora enfrentam. Duas pessoas inteligentes; Dick e Jane; na verdade; ficam muito boas em roubar pessoas e ate se divertirem - mas elas tem duvidas quando sao lembradas de que o crime pode ferir pessoas inocentes. Quando o casal ouve que o chefe da Globodyne; Jack McCallister; realmente enganou a empresa; eles tramam vinganca.
157,The Last Samurai,2003,2006,Nathan Algren e um americano contratado para instruir o exercito japones nos caminhos da guerra moderna; que o encontra aprendendo a respeitar os samurais e os principios honoraveis ??que os governam. Pressionado para destruir o modo de vida do samurai em nome da modernizacao e do comercio aberto; Algren decide se tornar um guerreiro supremo e lutar pelo seu direito de existir.
158,Exodus: Gods and Kings,2014,2017,O desafiador lider Moises se levanta contra o farao egipcio Ramses; colocando 400.000 escravos em uma monumental jornada de fuga do Egito e seu aterrorizante ciclo de pragas mortais.
159,Star Trek,2009,2012,O destino da galaxia repousa nas maos de rivais amargos. Um deles; James Kirk; e um garoto de fazenda delinquente em busca de emocao em Iowa. O outro; Spock; um vulcano; foi criado em uma sociedade baseada na logica que rejeita toda emocao. Como o instinto de fogo colide com a razao calma; sua parceria improvavel; mas poderosa e a unica coisa capaz de liderar sua tripulacao atraves do perigo inimaginavel; corajosamente indo para onde ninguem foi antes. A aventura humana comecou novamente.
160,Spider-Man,2002,2005,Depois de ser picado por uma aranha geneticamente modificada; o estudante nerd Peter Parker e dotado de incriveis poderes.
161,How to Train Your Dragon 2,2014,2017,O emocionante segundo capitulo da epica trilogia How To Train Your Dragon traz de volta o fantastico mundo de Soluco e Desdentado cinco anos depois. Enquanto Astrid; Snotlout e o resto do bando se desafiam para corridas de dragoes (o novo esporte de contato favorito da ilha); a agora inseparavel jornada de pares pelos ceus; mapeando territorios nao mapeados e explorando novos mundos. Quando uma de suas aventuras leva a descoberta de uma caverna de gelo secreta que abriga centenas de novos dragoes selvagens e o misterioso Dragon Rider; os dois amigos se encontram no centro de uma batalha para proteger a paz.
162,Gods of Egypt,2016,2019,Um ladrao comum se junta a um deus mitico em uma jornada pelo Egito.
163,Stealth,2005,2008,Profundamente abrigados em um programa militar ultrassecreto; tres pilotos lutam para colocar sob controle um programa de inteligencia artificial ... antes de iniciar a proxima guerra mundial.
164,Watchmen,2009,2012,Em 1985; os gloriosos dias de vigilantes fantasiados foram encerrados por uma operacao do governo; mas depois que um dos veteranos mascarados e brutalmente assassinado; inicia-se uma investigacao sobre o assassino. Os herois reunidos partiram para impedir sua propria destruicao; mas ao faze-lo descobriram uma conspiracao sinistra que coloca toda a humanidade em grave perigo.
165,Lethal Weapon 4,1998,2001,Na prestacao final da franquia de acao de combustivel; os detetives independentes Martin Riggs e Roger Murtaugh competem com o mafioso asiatico Wah Sing Ku; que esta a altura do pescoco no comercio de escravos e na moeda falsa. Com a ajuda do detetive Leo Getz e do policial novato Lee Butters; Riggs e Murtaugh tentam derrubar Ku e sua gangue.
166,Hulk,2003,2006,Bruce Banner; um pesquisador de genetica com um passado tragico; sofre uma exposicao macica a radiacao em seu laboratorio que faz com que ele se transforme em um furioso monstro verde quando fica irritado.
167,G.I. Joe: Retaliation,2013,2016,Enquadrado por crimes contra o pais; o G.I. A equipe de Joe e encerrada por ordem presidencial. Isso forca o G.I. Joes nao so lutando contra seu inimigo mortal Cobra; eles sao forcados a enfrentar ameacas do governo que poem em risco sua propria existencia.
168,Sahara,2005,2008,Vasculhar as profundezas do oceano em busca de naufragios repletos de tesouros e algo comum para um aventureiro subaquatico em busca de emocao e para seu amigo brincalhao. Mas quando esses dois se cruzam com um medico bonito; eles se encontram na ultima caca ao tesouro.
169,Final Fantasy: The Spirits Within,2001,2004,Liderada por um sonho estranho; a cientista Aki Ross luta para coletar os oito espiritos na esperanca de criar uma forca poderosa o suficiente para proteger o planeta. Com a ajuda do Deep Eyes Squadron e seu mentor; Dr. Sid; Aki deve salvar a Terra de seu odio mais sombrio e libertar os espiritos de dentro.
170,Captain America: The First Avenger,2011,2014,Predominantemente definido durante a Segunda Guerra Mundial; Steve Rogers e um homem doentio do Brooklyn que se transformou em super-soldado Capitao America para ajudar no esforco de guerra. Rogers deve parar a Caveira Vermelha - o implacavel chefe de armas de Adolf Hitler e o lider de uma organizacao que pretende usar um misterioso mecanismo de incalculaveis ??poderes para dominar o mundo.
171,The World Is Not Enough,1999,2002,Ganancia; vinganca; dominio mundial e terrorismo de alta tecnologia - e tudo em um dia de trabalho para Bond; que esta em uma missao para proteger a herdeira do petroleo bonito de um terrorista notorio. Em uma corrida contra o tempo que culmina em um dramatico confronto submarino; Bond trabalha para neutralizar a luta pelo poder internacional que tem o suprimento mundial de petroleo na balanca.
172,Master and Commander: The Far Side of the World,2003,2006,Depois de um encontro abrupto e violento com um navio de guerra frances infligir danos graves em seu navio; um capitao da Marinha Real Britanica comeca uma perseguicao por dois oceanos para capturar ou destruir o inimigo; embora deva pesar seu compromisso com o dever e a feroz busca da gloria. contra a seguranca de sua tripulacao devotada; incluindo o cirurgiao pensativo do navio; seu melhor amigo.
173,The Twilight Saga: Breaking Dawn - Part 2,2012,2015,Apos o nascimento de Renesmee; os Cullens reunem outros clas de vampiros para proteger a crianca de uma alegacao falsa que coloca a familia na frente dos Volturi.
174,Happy Feet Two,2011,2014,Mumble o pinguim tem um problema: seu filho Erik; que esta relutante em dancar; encontra The Mighty Sven; um pinguim que pode voar! As coisas pioram para Mumble quando o mundo e abalado por forcas poderosas; fazendo com que ele reuna as nacoes dos pinguins e seus aliados para acertar as coisas.
175,The Incredible Hulk,2008,2011,O cientista Bruce Banner vasculha o planeta em busca de um antidoto contra a forca desenfreada de raiva dentro dele: o Hulk. Mas quando os chefes militares que sonham em explorar seus poderes o forcam de volta a civilizacao; ele se ve frente a frente com um novo e mortal inimigo.
176,The BFG,2016,2019,O GAF nao e um gigante comum que destroi os ossos. Ele e muito bom e jumbly. E sorte da Sophie que ele e. Se ela tivesse sido levada no meio da noite pelo Bloodbottler; ou qualquer um dos outros gigantes - em vez do BGA - ela logo se tornaria o cafe da manha. Quando Sophie ouve que os gigantes estao se ajeitando na Inglaterra para pedir alguns bons chiddlers; ela decide que deve para-los de uma vez por todas. E o BGA vai ajuda-la!
177,The Revenant,2015,2018,Na decada de 1820; um homem da fronteira; Hugh Glass; sai em um caminho de vinganca contra aqueles que o deixaram para morrer depois de um urso arrasar.
178,Turbo,2013,2016,O conto de um caracol de jardim comum que sonha em ganhar a Indy 500.
179,Rango,2011,2014,Quando Rango; um animal de estimacao perdido da familia; acidentalmente acaba na cidade de Dirt; o lagarto menos do que corajoso; de repente; descobre que ele se destaca. Congratulando-se com a ultima esperanca que a cidade esperava; o novo Xerife Rango e forcado a desempenhar seu novo papel ao maximo.
180,Penguins of Madagascar,2014,2017,Skipper; Kowalski; Rico e Private unem forcas com a organizacao disfarcada The North Wind para impedir que o vilao Dr. Octavius ??Brine destrua o mundo como o conhecemos.
181,The Bourne Ultimatum,2007,2010,Bourne e retirado do esconderijo mais uma vez pelo reporter Simon Ross; que esta tentando desvendar a Operacao Blackbriar; uma atualizacao para o Projeto Treadstone; em uma serie de colunas de jornais. As informacoes do reporter despertam um novo conjunto de memorias; e Bourne deve finalmente descobrir seu passado sombrio enquanto evita os melhores esforcos da Companhia para erradica-lo.
182,Kung Fu Panda,2008,2011,Quando o Vale da Paz e ameacado; o preguicoso Po o panda descobre seu destino como o escolhido e treina para se tornar um heroi do kung fu; mas transformar o preguicoso em um bravo guerreiro nao sera facil. Cabe ao Mestre Shifu e aos Furious Five - Tigress; Crane; Mantis; Viper e Monkey - experimenta-lo.
183,Ant-Man,2015,2018,Armado com a incrivel capacidade de diminuir em escala; mas aumentar em forca; o ladrao principal Scott Lang deve abracar seu heroi interior e ajudar seu mentor; Dr. Hank Pym; a proteger o segredo por tras de seu espetacular traje de Homem-Formiga contra uma nova geracao de ameacas gigantescas. . Contra obstaculos aparentemente intransponiveis; Pym e Lang devem planejar e realizar um assalto que salvara o mundo.
184,The Hunger Games: Catching Fire,2013,2016,Katniss Everdeen voltou para casa em seguranca depois de vencer o 74 Jogos Anuais da Fome; juntamente com o companheiro de tributo Peeta Mellark. Ganhar significa que eles devem se virar e deixar sua familia e amigos proximos; embarcando em um Victor's Tour dos distritos. Ao longo do caminho; Katniss sente que uma rebeliao esta fervendo; mas o Capitolio ainda esta muito no controle enquanto o Presidente Snow prepara os 75 Jogos Anuais Vorazes (The Quarter Quell) - uma competicao que poderia mudar Panem para sempre.
185,Home,2015,2018,Quando a Terra e dominada pelo excesso de confianca de Boov; uma raca alienigena em busca de um novo lugar para chamar de lar; todos os humanos sao rapidamente realocados; enquanto todos os Boov se ocupam em reorganizar o planeta. Mas quando uma garota habilidosa; Tip; consegue evitar a captura; ela se encontra como cumplice acidental de um Boov banido chamado Oh. Os dois fugitivos percebem que ha muito mais em jogo do que as relacoes intergalacticas quando embarcam na viagem da sua vida.
186,War of the Worlds,2005,2008,Ray Ferrier e um estivador divorciado e pai menos do que perfeito. Logo depois que sua ex-esposa e seu novo marido deixam seu filho adolescente e sua jovem filha para uma rara visita de fim de semana; uma estranha e poderosa tempestade de raios toca.
187,Bad Boys II,2003,2006,Os policiais fora de controle; conversando com o lixo; Marcus Burnett e Mike Lowrey; da Forca-Tarefa de Narcoticos de Miami; se reunem e balas voam; carros estremecem e gargalhadas explodem enquanto perseguem um traficante das ruas de Miami ate os bairros. de Cuba. Mas os verdadeiros fogos de artificio resultam quando Marcus descobre que o playboy Mike esta secretamente namorando a irma sexy de Marcus.
188,Puss in Boots,2011,2014,Muito antes de ele conhecer Shrek; o notorio lutador; amante e fora-da-lei Puss in Boots se torna um heroi quando inicia uma aventura com a esperta e inteligente Kitty Softpaws e a mente-chefe Humpty Dumpty para salvar sua cidade. Esta e a verdadeira historia de O Gato; O Mito; A Lenda ... As Botas.
189,Salt,2010,2013,Como oficial da CIA; Evelyn Salt fez um juramento de dever; honra e patria. Sua lealdade sera testada quando um desertor a acusar de ser uma espia russa. Salt corre; usando todas as suas habilidades e anos de experiencia como agente secreto para evitar a captura. Os esforcos de Salt para provar sua inocencia servem apenas para lancar duvidas sobre seus motivos; enquanto a busca para descobrir a verdade por tras de sua identidade continua e a questao permanece: Quem e Salt?
190,Noah,2014,2017,Um homem que sofre visoes de um diluvio apocaliptico toma medidas para proteger sua familia da proxima enchente.
191,The Adventures of Tintin,2011,2014,O jovem reporter intrepido; Tintin e seu cao leal; Snowy sao empurrados para um mundo de alta aventura quando descobrem um navio carregando um segredo explosivo. Como Tintin e atraido para um misterio secular; Ivan Ivanovitch Sakharine suspeita que ele roubou um tesouro inestimavel. Tintin e Snowy; com a ajuda do salgado e rabugento capitao Haddock e detetives tropulos; Thompson & amp; Thomson; viajar metade do mundo; um passo a frente de seus inimigos como Tintin se esforca para encontrar o unicornio; um navio afundado que pode conter uma grande fortuna; mas tambem uma antiga maldicao.
192,Harry Potter and the Prisoner of Azkaban,2004,2007,Harry; Ron e Hermione retornam a Hogwarts para outro ano magico. Harry fica cara a cara com o perigo mais uma vez; desta vez na forma de um prisioneiro fugitivo; Sirius Black - e se vira para o simpatico professor Lupin em busca de ajuda.
193,Australia,2008,2011,Situado no norte da Australia; antes da Segunda Guerra Mundial; um aristocrata ingles que herda um rancho alastrando com relutancia pactua com um homem-estoque; a fim de proteger sua nova propriedade de um plano de aquisicao. Enquanto o casal dirige 2.000 cabecas de gado por uma paisagem implacavel; eles experimentam o bombardeio de Darwin; na Australia; pelas forcas japonesas em primeira mao.
194,After Earth,2013,2016,Mil anos apos eventos cataclismicos forcaram a fuga da humanidade da Terra; Nova Prime se tornou o novo lar da humanidade. O lendario general Cypher Raige retorna de um longo periodo de servico para sua familia; pronta para ser pai de seu filho de 13 anos; Kitai. Quando uma tempestade de asteroides danifica a nave de Cypher e Kitai; eles caem em uma Terra agora desconhecida e perigosa. Enquanto seu pai jaz morto no cockpit; Kitai deve atravessar o terreno hostil para recuperar seu farol de resgate. Toda a sua vida; Kitai nao queria nada alem de ser um soldado como o pai. Hoje ele tem sua chance.
195,Dinosaur,2000,2003,Um dinossauro orfao criado por lemures se junta a uma jornada ardua para um santuario depois que uma chuva de meteoritos destroi a casa de sua familia.
196,Night at the Museum: Secret of the Tomb,2014,2017,Quando os poderes magicos de The Tablet of Ahkmenrah comecam a morrer; Larry Daley (Ben Stiller) atravessa o globo; unindo personagens favoritos e novos enquanto embarca em uma jornada epica para salvar a magia antes que ela desapareca para sempre.
197,Megamind,2010,2013,Megamind finalmente derrotou seu inimigo; o super-heroi Metro Man. Mas sem um heroi; ele perde todo o proposito e deve encontrar um novo significado para sua vida.
198,Harry Potter and the Philosopher's Stone,2001,2004,Harry Potter viveu sob as escadas na casa de sua tia e tio a vida toda. Mas no seu 11 aniversario; ele descobre que ele e um bruxo poderoso - com um lugar esperando por ele na Escola de Magia e Bruxaria de Hogwarts. Como ele aprende a aproveitar seus novos poderes com a ajuda do bondoso diretor da escola; Harry descobre a verdade sobre a morte de seus pais - e sobre o vilao que e o culpado.
199,R.I.P.D.,2013,2016,Um policial recentemente morto se junta a uma equipe de policiais mortos-vivos que trabalham para o Departamento de Descanso na Paz e tenta encontrar o homem que o assassinou. Baseado nos quadrinhos de Peter M. Lenkov.
200,Pirates of the Caribbean: The Curse of the Black Pearl,2003,2006,Jack Sparrow; um pirata livre do seculo 17 que vagueia pelo mar do Caribe; bate cabecas com um pirata rival empenhado em pilhar a vila de Port Royal. Quando a filha do governador e raptada; Sparrow decide ajudar o amor da menina a salva-la. Mas a missao maritima dificilmente e simples.
201,The Hunger Games: Mockingjay - Part 1,2014,2017,Katniss Everdeen relutantemente se torna o simbolo de uma rebeliao em massa contra o Capitolio autocratico.
202,The Da Vinci Code,2006,2009,Quando o curador do Louvre e encontrado morto nos famosos saloes do famoso museu; Robert Langdon; professor de Harvard e criptografo; Sophie Neve deve desvendar uma teia mortal de fraude envolvendo as obras de Leonardo da Vinci.
203,Rio 2,2014,2017,E uma selva la fora para Blu; Jewel e seus tres filhos; depois que eles sao levados do Rio de Janeiro para as selvas da Amazonia. Como Blu tenta encaixar; ele vai de bico a bico com o vingativo Nigel; e encontra o adversario mais temivel de todos: seu sogro.
204,X2,2003,2006,O professor Charles Xavier e sua equipe de super-herois geneticamente talentosos enfrentam uma onda crescente de sentimentos anti-mutantes liderados pelo coronel William Stryker. Storm; Wolverine e Jean Grey devem juntar-se a seus inimigos habituais - Magneto e Mystique - para desmantelar o esquema de Stryker de exterminar todos os mutantes.
